,Backward,Brand,Car_Status1,Car_Status2,Car_Status3,Car_Status4,Category,Class,Class_Target,EnvMag1_X,EnvMag1_Y,EnvMag1_Z,EnvMag2_X,EnvMag2_Y,EnvMag2_Z,EnvMag3_X,EnvMag3_Y,EnvMag3_Z,EnvMag4_X,EnvMag4_Y,EnvMag4_Z,Forward,Sideway,time,Mag_CarLen,Mag_CarX,Mag_CarY,Mag_CarZ,Mag_EnvX,Mag_EnvY,Mag_EnvZ,Mag_Len,Mag_X,Mag_Y,Mag_Z,Mag_Zcompoment_norm,Mag_performance_XY_plane,Mag_cosine_variations_product_XY_plane,Mag_cosine_variations_Kcriterion,Mag_square_deviation,Mag_vectorial_deviation,Mag_combined_vectorial_deviation,Mag_weighting_vectorial_deviation,Mag_each_axis_difference,Mag_each_axis_distance
0,1,nisson,0,0,0,0,teana,0.0,0,177.0,-104.0,-157.0,199.0,-74.0,-244.0,304.0,-53.0,-194.0,318.0,-134.0,-111.0,0.0,0.0,18:24.2,0.0,0.0,0.0,0.0,304.0,-53.0,-194.0,364.50102880513253,304,-53,-194,0.0,578.4458768540594,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,nisson,0,0,0,0,teana,0.0,0,177.0,-104.0,-157.0,199.0,-74.0,-244.0,304.0,-53.0,-194.0,318.0,-134.0,-111.0,0.0,0.0,18:24.6,3.3166247903554,-1.0,-1.0,-3.0,304.0,-53.0,-194.0,365.42304251374185,303,-54,-197,15.463917525773141,579.9705128060095,2.042848928739148,2.267449252424955,3.3166247903554,14.077335603545043,22.67449252424955,22.67449252424955,4.0,5.0
2,1,nisson,0,0,0,0,teana,0.0,0,177.5,-105.0,-158.0,198.0,-73.5,-245.0,303.5,-53.5,-197.0,318.5,-135.0,-110.5,0.0,0.0,18:25.0,3.0822070014844885,-0.5,-0.5,-3.0,303.5,-53.5,-197.0,367.04904304465913,303,-54,-200,30.927835051546282,579.9705128060095,4.964333017427204,4.115697138479199,6.164414002968976,22.881012595345336,41.15697138479199,41.15697138479199,10.0,8.0
3,1,nisson,0,0,0,0,teana,0.0,0,177.5,-105.0,-158.0,198.0,-73.5,-245.0,303.5,-53.5,-197.0,318.5,-135.0,-110.5,0.0,0.0,18:25.5,0.7071067811865476,-0.5,-0.5,0.0,303.5,-53.5,-197.0,365.42304251374185,303,-54,-197,15.463917525773141,579.9705128060095,2.042848928739148,2.267449252424955,3.3166247903554,14.077335603545043,22.67449252424955,22.67449252424955,4.0,5.0
4,1,nisson,0,0,0,0,teana,0.0,0,177.75,-105.0,-157.0,198.5,-73.75,-246.0,303.25,-53.75,-197.0,318.75,-135.5,-110.25,0.0,0.0,18:25.9,0.3535533905932738,-0.25,-0.25,0.0,303.25,-53.75,-197.0,365.42304251374185,303,-54,-197,15.463917525773141,579.9705128060095,2.042848928739148,2.267449252424955,3.3166247903554,14.077335603545043,22.67449252424955,22.67449252424955,4.0,5.0
5,1,nisson,0,0,0,0,teana,0.0,0,177.75,-105.0,-157.0,198.5,-73.75,-246.0,303.25,-53.75,-197.0,318.75,-135.5,-110.25,0.0,0.0,18:26.3,0.7905694150420949,0.75,-0.25,0.0,303.25,-53.75,-197.0,366.25264504164335,304,-54,-197,15.463917525773141,579.7405508339111,1.9601001750431537,2.14875873481645,3.1622776601683795,11.669306914170813,21.4875873481645,21.4875873481645,6.0,4.0
6,1,nisson,0,0,0,0,teana,0.0,0,177.75,-105.0,-157.0,198.5,-73.75,-246.0,303.25,-53.75,-197.0,318.75,-135.5,-110.25,0.0,0.0,18:26.7,1.0606601717798212,-0.25,-0.25,1.0,303.25,-53.75,-197.0,364.88491336310415,303,-54,-196,10.309278350515427,579.9705128060095,1.398212225787934,1.6514927472824263,2.449489742783178,11.126881413631745,16.514927472824265,16.514927472824265,2.0,4.0
7,1,nisson,0,0,0,0,teana,0.0,0,177.75,-105.0,-157.0,198.5,-73.75,-246.0,303.25,-53.75,-197.0,318.75,-135.5,-110.25,0.0,0.0,18:27.2,0.7905694150420949,-0.25,0.75,0.0,303.25,-53.75,-197.0,365.276607518193,303,-53,-197,15.463917525773141,578.6728681729504,-14.603263525529622,2.028113856615615,3.1622776601683795,11.900100827206773,20.281138566156155,20.281138566156155,6.0,4.0
8,1,nisson,0,0,0,0,teana,0.0,0,177.75,-105.0,-157.0,198.5,-73.75,-246.0,303.25,-53.75,-197.0,318.75,-135.5,-110.25,0.0,0.0,18:27.6,1.274754878398196,-0.25,0.75,1.0,303.25,-53.75,-197.0,364.7382623197078,303,-53,-196,10.309278350515427,578.6728681729504,-34.72575764643478,1.3688006710097262,2.23606797749979,8.515935906493215,13.68800671009726,13.68800671009726,4.0,3.0
9,1,nisson,0,0,0,0,teana,0.0,0,177.75,-105.0,-157.0,198.5,-73.75,-246.0,303.25,-53.75,-197.0,318.75,-135.5,-110.25,0.0,0.0,18:28.0,1.0606601717798212,-0.25,-0.25,1.0,303.25,-53.75,-197.0,364.88491336310415,303,-54,-196,10.309278350515427,579.9705128060095,1.398212225787934,1.6514927472824263,2.449489742783178,11.126881413631745,16.514927472824265,16.514927472824265,2.0,4.0
